31/12/1998;12.05
30/11/1998;11.22
30/10/1998;14.42
30/09/1998;16.14
31/08/1998;13.34
31/07/1998;14.21
30/06/1998;14.18
29/05/1998;15.2
30/04/1998;15.39
31/03/1998;15.61
27/02/1998;15.44
30/01/1998;17.21
31/12/1997;17.64
28/11/1997;19.15
31/10/1997;21.08
30/09/1997;21.18
29/08/1997;19.61
31/07/1997;20.14
30/06/1997;19.8
30/05/1997;20.88
30/04/1997;20.21
31/03/1997;20.41
28/02/1997;20.3
31/01/1997;24.15
31/12/1996;25.92
29/11/1996;23.75
31/10/1996;23.35
30/09/1996;24.38
30/08/1996;22.25
31/07/1996;20.42
28/06/1996;20.92
31/05/1996;19.76
30/04/1996;21.2
29/03/1996;21.47
29/02/1996;19.54
31/01/1996;17.74
29/12/1995;19.55
30/11/1995;18.18
31/10/1995;17.64
29/09/1995;17.54
31/08/1995;17.84
31/07/1995;17.56
30/06/1995;17.4
31/05/1995;18.89
28/04/1995;20.38
31/03/1995;19.17
28/02/1995;18.49
31/01/1995;18.39
30/12/1994;17.76
30/11/1994;18.05
31/10/1994;18.19
30/09/1994;18.39
31/08/1994;17.56
29/07/1994;20.3
30/06/1994;19.37
31/05/1994;18.31
29/04/1994;16.9
31/03/1994;14.79
28/02/1994;14.48
31/01/1994;15.19
31/12/1993;14.17
30/11/1993;15.43
29/10/1993;16.92
30/09/1993;18.79
31/08/1993;18.29
30/07/1993;17.88
30/06/1993;18.85
31/05/1993;20.02
30/04/1993;20.53
31/03/1993;20.44
26/02/1993;20.6
29/01/1993;20.26
31/12/1992;19.5
30/11/1992;19.89
30/10/1992;20.62
30/09/1992;21.71
31/08/1992;21.48
31/07/1992;21.87
30/06/1992;21.6
29/05/1992;22.11
30/04/1992;20.85
31/03/1992;19.44
28/02/1992;18.68
31/01/1992;18.9
31/12/1991;19.12
29/11/1991;21.48
31/10/1991;23.37
30/09/1991;22.23
30/08/1991;22.26
31/07/1991;21.68
28/06/1991;20.56
31/05/1991;21.13
30/04/1991;20.96
29/03/1991;19.63
28/02/1991;19.16
31/01/1991;21.54
31/12/1990;28.44
30/11/1990;28.85
31/10/1990;35.23
28/09/1990;39.51
31/08/1990;27.32
31/07/1990;20.69
29/06/1990;17.07
31/05/1990;17.4
30/04/1990;18.54
30/03/1990;20.28
28/02/1990;21.54
31/01/1990;22.68
29/12/1989;21.82
30/11/1989;19.89
31/10/1989;19.94
29/09/1989;20.13
31/08/1989;18.83
31/07/1989;18.31
30/06/1989;20.27
31/05/1989;19.9
28/04/1989;20.42
31/03/1989;20.19
28/02/1989;18.15
31/01/1989;17.03
30/12/1988;17.24
30/11/1988;15.32
31/10/1988;13.58
30/09/1988;13.37
31/08/1988;15.18
29/07/1988;16.31
30/06/1988;15.16
31/05/1988;17.51
29/04/1988;17.99
31/03/1988;17.08
29/02/1988;16.01
29/01/1988;16.94
31/12/1987;16.7
30/11/1987;18.51
30/10/1987;19.96
